,id,taskId,task,unitId,unit,unitPlural,ratio,action,elementId,stage,stageId,cssElementId,cssElement,type,otherStage,displayName,roomArea,tradeId,quantity,hour,Hourly Labour Cost (£),Labour Cost (£/unit),Labour Total Cost,Material Total Cost,Material Markup,Labour Profit,Material Contingency,Subtotal,Overall Contingency,Total Task Cost
691,692,8824,Employer supplied lighting,1,nr,nr,1.0,,1730,Wired appliances,479,22.0,F1 - Electricity,COMMON,1,Supply & Install Employer supplied lighting,[],,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
692,693,8825,Telephone network installation,2,m,m,1.0,,1804,Wiring and fuseboards,477,,,COMMON,1,Supply & Install Telephone network installation,[],,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
693,694,8826,CAT 6A data installation with double outlet,1,nr,nr,1.0,,1804,Wiring and fuseboards,477,,,COMMON,1,Supply & Install CAT 6A data installation with double outlet,[],,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
694,695,8827,CAT 6A patch panel,1,nr,nr,1.0,,1804,Wiring and fuseboards,477,,,COMMON,1,Supply & Install CAT 6A patch panel,[],,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
695,696,8828,Coaxial RG6 Cable TV wiring with 1 no. double socket,1,nr,nr,1.0,,1735,Wired appliances,479,22.0,F1 - Electricity,COMMON,1,Supply & Install Coaxial RG6 Cable TV wiring with 1 no. double socket,[],,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
696,697,8829,Curtain rail,2,m,m,1.0,,1950,Fixtures and fittings,480,,,COMMON,1,Supply & Install Curtain rail,[],152.0,0.5,0.5,26.25,13.125,6.5625,0,0,1.96875,0,8.53125,0.4265625,8.9578125
697,698,8830,Frosted window film,4,m2,m2,1.0,,1951,External windows and doors,483,8.0,D5 - Windows,COMMON,1,Supply & Install Frosted window film,[],149.0,1.0,1.0,23.125,23.125,23.125,0,0,6.9375,0,30.0625,1.503125,31.565625
698,699,8831,Employer supplied television ,1,nr,nr,1.0,,1874,Fixtures and fittings,480,,,COMMON,1,Supply & Install Employer supplied television ,[],149.0,1.0,1.0,23.125,23.125,23.125,0,0,6.9375,0,30.0625,1.503125,31.565625
699,700,8832,Make good to existing finishes ,4,m2,m2,1.0,,1952,Demolitions,482,21.0,E9 - Other,COMMON,1,Make good to existing finishes ,[],149.0,1.0,1.0,23.125,23.125,23.125,0,0,6.9375,0,30.0625,1.503125,31.565625
700,701,8833,External paving ground preparation,4,m2,m2,1.0,,1985,External works,493,31.0,G3 - Other,COMMON,1,Supply & Install External paving ground preparation,[],149.0,1.0,1.0,23.125,23.125,23.125,0,0,6.9375,0,30.0625,1.503125,31.565625
701,702,8834,Employer supplied paving,4,m2,m2,1.0,,1873,External works,493,,,COMMON,1,Supply & Install Employer supplied paving,[],149.0,1.0,1.0,23.125,23.125,23.125,0,0,6.9375,0,30.0625,1.503125,31.565625
702,703,8835,Wall treatments,4,m2,m2,1.0,,1696,External wall structure and lining,489,15.0,E3 - Walls and Partitions,COMMON,1,Supply & Install Wall treatments,"[""wall""]",149.0,0.5,0.5,23.125,11.5625,5.78125,0,0,1.734375,0,7.515625,0.37578125,7.89140625
703,704,8836,Living wall system,4,m2,m2,1.0,,1872,External works,493,,,COMMON,1,Supply & Install Living wall system,"[""wall""]",149.0,1.0,1.0,23.125,23.125,23.125,0,0,6.9375,0,30.0625,1.503125,31.565625
704,705,8837,"Aluminium sliding door system, 4 leaf",1,nr,nr,1.0,,1664,External windows and doors,483,9.0,D6 - Outside Doors,COMMON,1,"Supply & Install Aluminium sliding door system, 4 leaf",[],152.0,30.0,30.0,26.25,787.5,23625.0,0,0,7087.5,0,30712.5,1535.625,32248.125
705,706,8838,"Aluminium sliding door system, 2 leaf",7,nr,nr,1.0,,1664,External windows and doors,483,9.0,D6 - Outside Doors,COMMON,1,"Supply & Install Aluminium sliding door system, 2 leaf",[],152.0,18.0,18.0,26.25,472.5,8505.0,0,0,2551.5,0,11056.5,552.825,11609.325
706,707,8839,Aluminium door ironmongery,1,nr,nr,1.0,,1645,Internal doors and frames,481,,,COMMON,1,Supply & Install Aluminium door ironmongery,[],162.0,2.0,2.0,52.5,105.0,210.0,0,0,63.0,0,273.0,13.65,286.65
707,708,8840,Micro piles,2,m,m,1.0,,1648,Foundations and substructure,478,,,COMMON,1,Supply & Install Micro piles,[],0.0,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
708,709,8841,Steel bracing,2,m,m,1.0,,1648,Foundations and substructure,478,,,COMMON,1,Supply & Install Steel bracing,[],0.0,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
709,710,8842,Remove and reinstate bay windows,1,nr,nr,1.0,,1682,Demolitions,482,21.0,E9 - Other,COMMON,1,Remove and reinstate bay windows,[],149.0,4.0,4.0,23.125,92.5,370.0,0,0,111.0,0,481.0,24.05,505.05
710,711,8843,Drainage diversion,35,item,items,1.0,,1668,Drainage and pipework,485,27.0,F6 - Drainage,COMMON,1,Supply & Install Drainage diversion,[],150.0,16.0,16.0,26.25,420.0,6720.0,0,0,2016.0,0,8736.0,436.8,9172.8
711,712,8845,Aluminium casement window (3-4m2),1,nr,nr,1.0,,1664,External windows and doors,483,8.0,D5 - Windows,COMMON,1,Supply & Install Aluminium casement window (3-4m2),[],149.0,7.0,7.0,23.125,161.875,1133.125,0,0,339.9375,0,1473.0625,73.653125,1546.715625
712,713,8846,"Sand back, repair and correct, apply primer and top coat to timber window frame",1,nr,nr,1.0,,1920,Decoration,486,8.0,D5 - Windows,COMMON,1,"Supply & Install Sand back, repair and correct, apply primer and top coat to timber window frame",[],158.0,8.0,8.0,23.125,185.0,1480.0,0,0,444.0,0,1924.0,96.2,2020.2
713,714,8847,Sarnafil roof covering,4,m2,m2,1.0,,1674,Roof structure and coverings,468,5.0,D2 - Roof Coverings,COMMON,1,Supply & Install Sarnafil roof covering,[],153.0,0.9,0.9,23.125,20.8125,18.73125,0,0,5.619375,0,24.350625,1.21753125,25.56815625
714,715,8848,Double wood sheathing to roof,4,m2,m2,1.0,,1673,Roof structure and coverings,468,13.0,E1 - Roof Structure,COMMON,1,Supply & Install Double wood sheathing to roof,[],153.0,0.65,0.65,23.125,15.03125,9.770312500000001,0,0,2.93109375,0,12.70140625,0.6350703125000001,13.3364765625
715,716,8849,Double vapour control layer to roof,4,m2,m2,1.0,,1705,Roof structure and coverings,468,,,COMMON,1,Supply & Install Double vapour control layer to roof,[],153.0,0.15,0.15,23.125,3.46875,0.5203125,0,0,0.15609375,0,0.6764062499999999,0.0338203125,0.7102265624999998
716,717,8850,Ubiflex flashing,2,m,m,1.0,,1675,Roof structure and coverings,468,,,COMMON,1,Supply & Install Ubiflex flashing,[],153.0,0.2,0.2,23.125,4.625,0.925,0,0,0.2775,0,1.2025,0.06012500000000001,1.262625
717,718,8851,Double plasterboard to ceiling,4,m2,m2,1.0,,1684,Ceiling structure and lining,466,14.0,E2 - Ceilings,COMMON,1,Supply & Install Double plasterboard to ceiling,"[""ceiling""]",155.0,0.9,0.9,23.125,20.8125,18.73125,0,0,5.619375,0,24.350625,1.21753125,25.56815625
718,719,8852,Level out site to prepare for works,4,m2,m2,1.0,,1813,Foundations and substructure,478,,,COMMON,1,Supply & Install Level out site to prepare for works,[],156.0,1.0,1.0,18.875,18.875,18.875,0,0,5.6625,0,24.5375,1.226875,25.764375
719,720,8853,Sub-base for external paving,4,m2,m2,1.0,,1873,External works,493,,,COMMON,1,Supply & Install Sub-base for external paving,[],148.0,0.3,0.3,23.125,6.9375,2.08125,0,0,0.6243749999999999,0,2.705625,0.13528125,2.840906249999999
720,721,8854,Sharp sand bedding layer,4,m2,m2,1.0,,1687,Floor structure and lining,467,16.0,E4 - Floors,COMMON,1,Supply & Install Sharp sand bedding layer,[],148.0,0.3,0.3,23.125,6.9375,2.08125,0,0,0.6243749999999999,0,2.705625,0.13528125,2.840906249999999
721,722,8855,Strip out timber floor structure,4,m2,m2,1.0,,1967,Demolitions,482,21.0,E9 - Other,COMMON,1,Strip out timber floor structure,"[""floor""]",156.0,1.2,1.2,18.875,22.65,27.18,0,0,8.154,0,35.334,1.7667,37.1007
722,723,8856,Kitchen base cabinet doors,1,nr,nr,1.0,,1801,"Units, worktops and kitchen appliances",469,18.0,E6 - Built in fittings,COMMON,1,Supply & Install Kitchen base cabinet doors,[],152.0,0.7,0.7,26.25,18.375,12.8625,0,0,3.85875,0,16.72125,0.8360625000000002,17.5573125
723,724,8857,Actuator for blind/curtain automation,1,nr,nr,1.0,,1724,Wired appliances,479,22.0,F1 - Electricity,COMMON,1,Supply & Install Actuator for blind/curtain automation,[],,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
724,725,8858,Temporary structural support,1,nr,nr,1.0,,1980,Demolitions,482,21.0,E9 - Other,COMMON,1,Temporary structural support,[],149.0,8.0,8.0,23.125,185.0,1480.0,0,0,444.0,0,1924.0,96.2,2020.2
725,726,8859,Sheet piles,4,m2,m2,1.0,,1648,Foundations and substructure,478,,,COMMON,1,Supply & Install Sheet piles,[],0.0,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
726,727,8862,Internal glazed door,1,nr,nr,1.0,,1780,Internal doors and frames,481,19.0,E7 - Woodwork,COMMON,1,Supply & Install Internal glazed door,[],152.0,4.48,4.48,26.25,117.6,526.8480000000001,0,0,158.0544,0,684.9024000000001,34.24512000000001,719.1475200000001
727,728,8863,Window architraves,1,nr,nr,1.0,,1956,External windows and doors,483,8.0,D5 - Windows,COMMON,1,Supply & Install Window architraves,[],152.0,1.0,1.0,26.25,26.25,26.25,0,0,7.875,0,34.125,1.70625,35.83125
728,729,8864,Vapour control layer to external wall,4,m2,m2,1.0,,1696,External wall structure and lining,489,15.0,E3 - Walls and Partitions,COMMON,1,Supply & Install Vapour control layer to external wall,"[""wall""]",149.0,0.105,0.105,23.125,2.428125,0.254953125,0,0,0.0764859375,0,0.3314390625,0.016571953125,0.348011015625
729,730,8865,Fixing battens between joists,4,m2,m2,1.0,,1686,Floor structure and lining,467,16.0,E4 - Floors,COMMON,1,Supply & Install Fixing battens between joists,[],152.0,0.84,0.84,26.25,22.05,18.522,0,0,5.5566,0,24.0786,1.20393,25.28253
730,731,8867,"Excavate for substructure by hand, not exceeding 1m depth; disposal by hand n.e. 25m to skip/across site",6,m3,m3,1.0,,1813,Foundations and substructure,478,,,COMMON,1,"Supply & Install Excavate for substructure by hand, not exceeding 1m depth; disposal by hand n.e. 25m to skip/across site",[],148.0,4.7,4.7,23.125,108.6875,510.83125,0,0,153.249375,0,664.080625,33.20403125000001,697.28465625
731,732,8868,Threshold strip to internal doors,2,m,m,1.0,,1780,Internal doors and frames,481,,,COMMON,1,Supply & Install Threshold strip to internal doors,[],161.0,0.65,0.65,28.875,18.76875,12.1996875,0,0,3.65990625,0,15.85959375,0.7929796874999999,16.6525734375
732,733,8869,Tile adhesive and grouting to floor,4,m2,m2,1.0,,1680,Floor preparation and finishes,470,16.0,E4 - Floors,COMMON,1,Supply & Install Tile adhesive and grouting to floor,"[""floor""]",157.0,0.3,0.3,23.125,6.9375,2.08125,0,0,0.6243749999999999,0,2.705625,0.13528125,2.840906249999999
733,734,8871,Primer and two eggshell top coats to door,1,nr,nr,1.0,,1908,Decoration,486,,,COMMON,1,Supply & Install Primer and two eggshell top coats to door,[],158.0,4.0,4.0,23.125,92.5,370.0,0,0,111.0,0,481.0,24.05,505.05
734,735,8872,Resilient bar to ceiling,4,m2,m2,1.0,,1761,Ceiling structure and lining,466,14.0,E2 - Ceilings,COMMON,1,Supply & Install Resilient bar to ceiling,"[""ceiling""]",149.0,0.6,0.6,23.125,13.875,8.325,0,0,2.4975,0,10.8225,0.541125,11.363625
735,736,8873,1500x2000mm wide by 1000mm deep pad foundations,1,nr,nr,1.0,,1648,Foundations and substructure,478,,,COMMON,1,Supply & Install 1500x2000mm wide by 1000mm deep pad foundations,[],148.0,9.9,9.9,23.125,228.9375,2266.48125,0,0,679.9443749999999,0,2946.425625,147.32128125,3093.74690625
736,737,8874,Geotextile membrane,4,m2,m2,1.0,,1648,Foundations and substructure,478,,,COMMON,1,Supply & Install Geotextile membrane,[],149.0,0.1,0.1,23.125,2.3125,0.23125,0,0,0.069375,0,0.300625,0.01503125,0.31565625
737,738,8875,Make good external wall,4,m2,m2,1.0,,1707,External wall structure and lining,489,15.0,E3 - Walls and Partitions,COMMON,1,Supply & Install Make good external wall,"[""wall""]",,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
738,739,8876,300mm wide strip footing (underpinning sequence),2,m,m,1.0,,1648,Foundations and substructure,478,,,COMMON,1,Supply & Install 300mm wide strip footing (underpinning sequence),[],148.0,2.5,2.5,23.125,57.8125,144.53125,0,0,43.359375,0,187.890625,9.39453125,197.28515625
739,740,8877,"300mm wide by 400mm deep strip footings, including excavation, shuttering and mesh",2,m,m,1.0,,1648,Foundations and substructure,478,,,COMMON,1,"Supply & Install 300mm wide by 400mm deep strip footings, including excavation, shuttering and mesh",[],148.0,2.0,2.0,23.125,46.25,92.5,0,0,27.75,0,120.25,6.0125,126.2625
740,741,8878,Cut to size mirror,4,m2,m2,1.0,,1708,Wall preparation and finishes,488,15.0,E3 - Walls and Partitions,COMMON,1,Supply & Install Cut to size mirror,[],152.0,0.6,0.6,26.25,15.75,9.45,0,0,2.835,0,12.285,0.61425,12.89925
741,742,8879,Provisional Sum for Fixtures and Fittings,35,item,items,1.0,,2117,Fixtures and fittings,480,,,COMMON,1,Supply & Install Provisional Sum for Fixtures and Fittings,[],0.0,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
742,743,8881,Ceiling recess,4,m2,m2,1.0,,1684,Ceiling structure and lining,466,14.0,E2 - Ceilings,COMMON,1,Supply & Install Ceiling recess,"[""ceiling""]",149.0,1.0,1.0,23.125,23.125,23.125,0,0,6.9375,0,30.0625,1.503125,31.565625
743,744,8882,Bespoke Coir mat,4,m2,m2,1.0,,1680,Floor preparation and finishes,470,16.0,E4 - Floors,COMMON,1,Supply & Install Bespoke Coir mat,[],149.0,0.6,0.6,23.125,13.875,8.325,0,0,2.4975,0,10.8225,0.541125,11.363625
744,745,8884,Wood internal finish,4,m2,m2,1.0,,1708,Wall preparation and finishes,488,15.0,E3 - Walls and Partitions,COMMON,1,Supply & Install Wood internal finish,[],152.0,0.5,0.5,26.25,13.125,6.5625,0,0,1.96875,0,8.53125,0.4265625,8.9578125
745,746,8885,Negotiated discount - demolition,35,item,items,1.0,,1682,Demolitions,482,21.0,E9 - Other,COMMON,1,Negotiated discount - demolition,[],0.0,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
746,747,8886,Negotiated discount - external wall structure,35,item,items,1.0,,1707,External wall structure and lining,489,15.0,E3 - Walls and Partitions,COMMON,1,Supply & Install Negotiated discount - external wall structure,"[""wall""]",0.0,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
747,748,8887,Negotiated discount - roof structure,35,item,items,1.0,,1673,Roof structure and coverings,468,13.0,E1 - Roof Structure,COMMON,1,Supply & Install Negotiated discount - roof structure,[],0.0,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
748,749,8888,Negotiated discount - drainage and pipework,35,item,items,1.0,,1718,Drainage and pipework,485,27.0,F6 - Drainage,COMMON,1,Supply & Install Negotiated discount - drainage and pipework,[],0.0,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
749,750,8889,Negotiated discount - wired appliances,35,item,items,1.0,,1723,Wired appliances,479,22.0,F1 - Electricity,COMMON,1,Supply & Install Negotiated discount - wired appliances,[],0.0,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
750,751,8890,Biscuit mix,4,m2,m2,1.0,,1686,Floor structure and lining,467,16.0,E4 - Floors,COMMON,1,Supply & Install Biscuit mix,[],149.0,0.3,0.3,23.125,6.9375,2.08125,0,0,0.6243749999999999,0,2.705625,0.13528125,2.840906249999999
751,752,8891,Units doors,1,nr,nr,1.0,,1801,"Units, worktops and kitchen appliances",469,,,COMMON,1,Supply & Install Units doors,[],152.0,1.0,1.0,26.25,26.25,26.25,0,0,7.875,0,34.125,1.70625,35.83125
752,753,8892,Site set up,1,nr,nr,1.0,,1957,Preliminaries,471,12.0,D9 - Other,COMMON,1,Supply & Install Site set up,[],0.0,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
753,754,8893,Risk assesments,1,nr,nr,1.0,,1879,Preliminaries,471,12.0,D9 - Other,COMMON,1,Supply & Install Risk assesments,[],0.0,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
754,755,8894,Roof capping,2,m,m,1.0,,1674,Roof structure and coverings,468,5.0,D2 - Roof Coverings,COMMON,1,Supply & Install Roof capping,[],153.0,1.0,1.0,23.125,23.125,23.125,0,0,6.9375,0,30.0625,1.503125,31.565625
755,756,8895,Timber wall structure / timber stud partition / timber stud wall,4,m2,m2,1.0,,1709,Internal wall structure and lining,503,7.0,D4 - Main Walls,COMMON,1,Supply & Install Timber wall structure / timber stud partition / timber stud wall,"[""wall""]",152.0,1.0,1.0,26.25,26.25,26.25,0,0,7.875,0,34.125,1.70625,35.83125
756,757,8896,Cement tiles to wall,4,m2,m2,1.0,,1814,External wall structure and lining,489,7.0,D4 - Main Walls,COMMON,1,Supply & Install Cement tiles to wall,"[""wall""]",157.0,1.5,1.5,23.125,34.6875,52.03125,0,0,15.609375,0,67.640625,3.38203125,71.02265625
757,758,8897,Timber balustrade,2,m,m,1.0,,1757,"Stairs, balustrades and lifts",502,11.0,D8 - Other Joinery and Finishes,COMMON,1,Supply & Install Timber balustrade,[],152.0,1.5,1.5,26.25,39.375,59.0625,0,0,17.71875,0,76.78125,3.8390625,80.6203125
758,759,8898,Timber structural supports,2,m,m,1.0,,1659,Steel and structural supports,474,,,COMMON,1,Supply & Install Timber structural supports,[],162.0,1.0,1.0,52.5,52.5,52.5,0,0,15.75,0,68.25,3.4125,71.6625
759,760,8899,Entry phone system,1,nr,nr,1.0,,1753,Wired appliances,479,22.0,F1 - Electricity,COMMON,1,Supply & Install Entry phone system,[],,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
760,761,8900,Heat Recovery System / MVHR System,1,nr,nr,1.0,,1949,Heating and cooling,490,25.0,F4 - Heating,COMMON,1,Supply & Install Heat Recovery System / MVHR System,[],162.0,48.0,48.0,52.5,2520.0,120960.0,0,0,36288.0,0,157248.0,7862.400000000001,165110.4
761,762,8901,Services diversion,1,nr,nr,1.0,,1821,Heating and cooling,490,25.0,F4 - Heating,COMMON,1,Supply & Install Services diversion,[],150.0,8.0,8.0,26.25,210.0,1680.0,0,0,504.0,0,2184.0,109.2,2293.2
762,763,8902,Replace glazing with new glazed panels,4,m2,m2,1.0,,1664,External windows and doors,483,8.0,D5 - Windows,COMMON,1,Supply & Install Replace glazing with new glazed panels,[],162.0,1.0,1.0,52.5,52.5,52.5,0,0,15.75,0,68.25,3.4125,71.6625
763,764,8903,Large garden pond,1,nr,nr,1.0,,1873,External works,493,,,COMMON,1,Supply & Install Large garden pond,[],162.0,24.0,24.0,52.5,1260.0,30240.0,0,0,9072.0,0,39312.0,1965.6,41277.6
764,765,8904,Garden Pergola,1,nr,nr,1.0,,1867,External works,493,,,COMMON,1,Supply & Install Garden Pergola,[],156.0,8.0,8.0,18.875,151.0,1208.0,0,0,362.4,0,1570.4,78.52000000000001,1648.92
765,766,8905,Small garden pond,1,nr,nr,1.0,,1873,External works,493,,,COMMON,1,Supply & Install Small garden pond,[],162.0,12.0,12.0,52.5,630.0,7560.0,0,0,2268.0,0,9828.0,491.4,10319.4
766,767,8906,External shower,1,nr,nr,1.0,,1788,Plumbed appliances,472,20.0,E8 - Bathroom fittings,COMMON,1,Supply & Install External shower,[],150.0,4.5,4.5,26.25,118.125,531.5625,0,0,159.46875,0,691.03125,34.5515625,725.5828125
767,768,8907,Epoxy floor coating,4,m2,m2,1.0,,1680,Floor preparation and finishes,470,16.0,E4 - Floors,COMMON,1,Supply & Install Epoxy floor coating,"[""floor""]",149.0,0.6,0.6,23.125,13.875,8.325,0,0,2.4975,0,10.8225,0.541125,11.363625
768,769,8908,Electric car charging point,1,nr,nr,1.0,,1722,Wired appliances,479,22.0,F1 - Electricity,COMMON,1,Supply & Install Electric car charging point,[],162.0,2.5,2.5,52.5,131.25,328.125,0,0,98.4375,0,426.5625,21.328125,447.890625
769,770,8909,Coaxial TV cable,2,m,m,1.0,,1804,Wiring and fuseboards,477,,,COMMON,1,Supply & Install Coaxial TV cable,[],,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
770,771,8910,Bespoke Glass Box,4,m2,m2,1.0,,1884,External windows and doors,483,,,COMMON,1,Supply & Install Bespoke Glass Box,[],149.0,2.0,2.0,23.125,46.25,92.5,0,0,27.75,0,120.25,6.0125,126.2625
771,772,8911,Replacing socket faceplate / replace socket faceplate,1,nr,nr,1.0,,1722,Wired appliances,479,22.0,F1 - Electricity,COMMON,1,Supply & Install Replacing socket faceplate / replace socket faceplate,[],,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
772,773,8912,Hardwood ramp with non-slip coating,1,nr,nr,1.0,,1958,"Stairs, balustrades and lifts",502,,,COMMON,1,Supply & Install Hardwood ramp with non-slip coating,[],152.0,18.0,18.0,26.25,472.5,8505.0,0,0,2551.5,0,11056.5,552.825,11609.325
773,774,8913,Roof maintenance allowance,35,item,items,1.0,,1674,Roof structure and coverings,468,5.0,D2 - Roof Coverings,COMMON,1,Supply & Install Roof maintenance allowance,[],0.0,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
774,775,8914,Restore wooden platform,1,nr,nr,1.0,,1758,Joinery,473,11.0,D8 - Other Joinery and Finishes,COMMON,1,Supply & Install Restore wooden platform,[],152.0,24.0,24.0,26.25,630.0,15120.0,0,0,4536.0,0,19656.0,982.8000000000001,20638.8
775,776,8915,Repair water feature,1,nr,nr,1.0,,1959,Plumbed appliances,472,20.0,E8 - Bathroom fittings,COMMON,1,Supply & Install Repair water feature,[],150.0,5.0,5.0,26.25,131.25,656.25,0,0,196.875,0,853.125,42.65625,895.78125
776,777,8916,Sand and seal hardwood finishes,4,m2,m2,1.0,,1680,Floor preparation and finishes,470,16.0,E4 - Floors,COMMON,1,Supply & Install Sand and seal hardwood finishes,[],152.0,1.5,1.5,26.25,39.375,59.0625,0,0,17.71875,0,76.78125,3.8390625,80.6203125
777,778,8917,Fridge,1,nr,nr,1.0,,2078,"Units, worktops and kitchen appliances",469,,,COMMON,1,Supply & Install Fridge,[],149.0,1.0,1.0,23.125,23.125,23.125,0,0,6.9375,0,30.0625,1.503125,31.565625
778,779,8918,Freezer,1,nr,nr,1.0,,2078,"Units, worktops and kitchen appliances",469,,,COMMON,1,Supply & Install Freezer,[],149.0,1.0,1.0,23.125,23.125,23.125,0,0,6.9375,0,30.0625,1.503125,31.565625
779,780,8919,Strip out cladding and studwork,4,m2,m2,1.0,,1682,Demolitions,482,21.0,E9 - Other,COMMON,1,Strip out cladding and studwork,[],156.0,0.9,0.9,18.875,16.9875,15.28875,0,0,4.586625,0,19.875375,0.99376875,20.86914375
780,781,8920,"Double softwood door, frame, architrave, handle and lock",7,nr,nr,1.0,,1780,Internal doors and frames,481,,,COMMON,1,"Supply & Install Double softwood door, frame, architrave, handle and lock",[],152.0,4.5,4.5,26.25,118.125,531.5625,0,0,159.46875,0,691.03125,34.5515625,725.5828125
781,782,8921,Decorative loose stone finish,4,m2,m2,1.0,,1873,External works,493,,,COMMON,1,Supply & Install Decorative loose stone finish,[],149.0,0.2,0.2,23.125,4.625,0.925,0,0,0.2775,0,1.2025,0.06012500000000001,1.262625
782,783,8923,Automatic opening vent,1,nr,nr,1.0,,1732,Wired appliances,479,22.0,F1 - Electricity,COMMON,1,Supply & Install Automatic opening vent,[],149.0,8.0,8.0,23.125,185.0,1480.0,0,0,444.0,0,1924.0,96.2,2020.2
783,784,8924,1200x1200mm wide by 1200mm deep pad foundations,1,nr,nr,1.0,,1648,Foundations and substructure,478,,,COMMON,1,Supply & Install 1200x1200mm wide by 1200mm deep pad foundations,[],148.0,5.7,5.7,23.125,131.8125,751.3312500000001,0,0,225.399375,0,976.7306250000001,48.83653125000001,1025.56715625
784,785,8925,Concrete encasement to steel beam,2,m,m,1.0,,1659,Steel and structural supports,474,,,COMMON,1,Supply & Install Concrete encasement to steel beam,[],149.0,0.9,0.9,23.125,20.8125,18.73125,0,0,5.619375,0,24.350625,1.21753125,25.56815625
785,786,8927,Vinyl flooring / vinyl tile / laminate flooring,4,m2,m2,1.0,,1680,Floor preparation and finishes,470,16.0,E4 - Floors,COMMON,1,Supply & Install Vinyl flooring / vinyl tile / laminate flooring,"[""floor""]",161.0,0.12,0.12,28.875,3.465,0.4157999999999999,0,0,0.12474,0,0.5405399999999998,0.02702699999999999,0.5675669999999998
786,787,8928,Electric recessed blinds,7,nr,nr,1.0,,1950,Fixtures and fittings,480,,,COMMON,1,Supply & Install Electric recessed blinds,[],149.0,2.0,2.0,23.125,46.25,92.5,0,0,27.75,0,120.25,6.0125,126.2625
787,788,8929,Timber decking; joisted substructure,4,m2,m2,1.0,,2094,External works,493,,,COMMON,1,Supply & Install Timber decking; joisted substructure,"[""floor""]",152.0,1.0,1.0,26.25,26.25,26.25,0,0,7.875,0,34.125,1.70625,35.83125
788,789,8930,Strip out and remove timber steps,1,nr,nr,1.0,,1966,Demolitions,482,21.0,E9 - Other,COMMON,1,Strip out and remove timber steps,[],156.0,1.0,1.0,18.875,18.875,18.875,0,0,5.6625,0,24.5375,1.226875,25.764375
789,790,8931,Strip out concrete lintel n.e. 2m length,1,nr,nr,1.0,,1966,Demolitions,482,21.0,E9 - Other,COMMON,1,Strip out concrete lintel n.e. 2m length,[],156.0,0.5,0.5,18.875,9.4375,4.71875,0,0,1.415625,0,6.134375,0.30671875,6.44109375
790,791,8932,Strip out brick lintel n.e. 1m length,1,nr,nr,1.0,,1967,Demolitions,482,21.0,E9 - Other,COMMON,1,Strip out brick lintel n.e. 1m length,[],149.0,0.5,0.5,23.125,11.5625,5.78125,0,0,1.734375,0,7.515625,0.37578125,7.89140625
791,792,8933,Strip out brick lintel n.e. 2m length,1,nr,nr,1.0,,1967,Demolitions,482,21.0,E9 - Other,COMMON,1,Strip out brick lintel n.e. 2m length,[],149.0,0.7,0.7,23.125,16.1875,11.33125,0,0,3.399375,0,14.730625,0.7365312500000001,15.46715625
792,793,8934,Corian worktop,2,m,m,1.0,,1864,"Units, worktops and kitchen appliances",469,,,COMMON,1,Supply & Install Corian worktop,[],156.0,1.97,1.97,18.875,37.18375,73.25198750000001,0,0,21.97559625,0,95.22758375000001,4.7613791875,99.9889629375
793,794,8935,Reposition existing thermostat,1,nr,nr,1.0,,1825,Heating and cooling,490,25.0,F4 - Heating,COMMON,1,Supply & Install Reposition existing thermostat,[],150.0,3.0,3.0,26.25,78.75,236.25,0,0,70.875,0,307.125,15.35625,322.48125
794,795,8936,Reposition existing electric meter / relocate electric meter,1,nr,nr,1.0,,1715,Wiring and fuseboards,477,,,COMMON,1,Supply & Install Reposition existing electric meter / relocate electric meter,[],,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
795,796,8937,Reposition existing fuseboard,1,nr,nr,1.0,,1715,Wiring and fuseboards,477,,,COMMON,1,Supply & Install Reposition existing fuseboard,[],,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
